Name,NOC,Discipline,country,lat,lon
LANDIN Magnus,Denmark,Handball,Denmark,55.670249,10.3333283
LANDIN Niklas,Denmark,Handball,Denmark,55.670249,10.3333283
LARSEN Niklas,Denmark,Cycling Track,Denmark,55.670249,10.3333283
LETH Julie,Denmark,Cycling Track,Denmark,55.670249,10.3333283
LUBECK Christian,Denmark,Sailing,Denmark,55.670249,10.3333283
LUDWIG Cecilie Uttrup,Denmark,Cycling Road,Denmark,55.670249,10.3333283
MADSEN Frederik,Denmark,Cycling Track,Denmark,55.670249,10.3333283
MADSEN Nanna Koerstz,Denmark,Golf,Denmark,55.670249,10.3333283
MENSAH Mads,Denmark,Handball,Denmark,55.670249,10.3333283
MERRALD Nanna Skodborg,Denmark,Equestrian,Denmark,55.670249,10.3333283
MILTHERS Sara Corfixsen,Denmark,Canoe Sprint,Denmark,55.670249,10.3333283
MOELLER Kevin,Denmark,Handball,Denmark,55.670249,10.3333283
MOELLGAARD Henrik,Denmark,Handball,Denmark,55.670249,10.3333283
MOLLER Anna Emilie,Denmark,Athletics,Denmark,55.670249,10.3333283
MORKOV Michael,Denmark,Cycling Track,Denmark,55.670249,10.3333283
MUSAH Kojo,Denmark,Athletics,Denmark,55.670249,10.3333283
NIELSEN Anna,Denmark,Shooting,Denmark,55.670249,10.3333283
NIELSEN Frida Sanggaard,Denmark,Rowing,Denmark,55.670249,10.3333283
NIELSEN Ida Marie Baad,Denmark,Sailing,Denmark,55.670249,10.3333283
NIELSEN Sverri,Denmark,Rowing,Denmark,55.670249,10.3333283
NIJHUIS Thijs,Denmark,Athletics,Denmark,55.670249,10.3333283
NORGAARD Alexander,Denmark,Swimming,Denmark,55.670249,10.3333283
OLSEN Morten,Denmark,Handball,Denmark,55.670249,10.3333283
OLSEN Marie Thusgaard,Denmark,Sailing,Denmark,55.670249,10.3333283
OLSEN Steffen,Denmark,Shooting,Denmark,55.670249,10.3333283
OSTERGAARD Louise,Denmark,Athletics,Denmark,55.670249,10.3333283
OTTESEN Jeanette,Denmark,Swimming,Denmark,55.670249,10.3333283
PEDERSEN Emily Kristine,Denmark,Golf,Denmark,55.670249,10.3333283
PEDERSEN Rasmus,Denmark,Cycling Track,Denmark,55.670249,10.3333283
PEDERSEN Trine Dahl,Denmark,Rowing,Denmark,55.670249,10.3333283
PETERSEN Sara Slott,Denmark,Athletics,Denmark,55.670249,10.3333283
RASMUSSEN Anders Skaarup,Denmark,Badminton,Denmark,55.670249,10.3333283
RASMUSSEN Hedvig Laerke,Denmark,Rowing,Denmark,55.670249,10.3333283
RINDOM Anne-Marie,Denmark,Sailing,Denmark,55.670249,10.3333283
SAUGSTRUP Magnus,Denmark,Handball,Denmark,55.670249,10.3333283
SCHOU Andreas,Denmark,Equestrian,Denmark,55.670249,10.3333283
SCHOU-NIELSEN Frederik,Denmark,Athletics,Denmark,55.670249,10.3333283
SUTTON Joachim,Denmark,Rowing,Denmark,55.670249,10.3333283
SVAN Lasse,Denmark,Handball,Denmark,55.670249,10.3333283
THYGESEN Sara,Denmark,Badminton,Denmark,55.670249,10.3333283
TOFT HANSEN Henrik,Denmark,Handball,Denmark,55.670249,10.3333283
ULAD Adbi Hakin,Denmark,Athletics,Denmark,55.670249,10.3333283
VYSTAVEL Frederic,Denmark,Rowing,Denmark,55.670249,10.3333283
WARRER Jonas,Denmark,Sailing,Denmark,55.670249,10.3333283
ANDO Elreen Ann,Philippines,Weightlifting,Philippines,12.7503486,122.7312101
BARBOSA Kurt Bryan,Philippines,Taekwondo,Philippines,12.7503486,122.7312101
DIAZ Hidilyn,Philippines,Weightlifting,Philippines,12.7503486,122.7312101
DIDAL Margielyn,Philippines,Skateboarding,Philippines,12.7503486,122.7312101
GEBBIE Luke,Philippines,Swimming,Philippines,12.7503486,122.7312101
KNOTT Kristina Marie,Philippines,Athletics,Philippines,12.7503486,122.7312101
MAGNO Irish,Philippines,Boxing,Philippines,12.7503486,122.7312101
MARCIAL Eumir,Philippines,Boxing,Philippines,12.7503486,122.7312101
NIEVAREZ Cris,Philippines,Rowing,Philippines,12.7503486,122.7312101
OBIENA Ernest John,Philippines,Athletics,Philippines,12.7503486,122.7312101
PAALAM Carlo,Philippines,Boxing,Philippines,12.7503486,122.7312101
PAGDANGANAN Bianca Isabel,Philippines,Golf,Philippines,12.7503486,122.7312101
PAGUNSAN Juvic,Philippines,Golf,Philippines,12.7503486,122.7312101
PETECIO Nesthy,Philippines,Boxing,Philippines,12.7503486,122.7312101
RULE Remedy,Philippines,Swimming,Philippines,12.7503486,122.7312101
SASO Yuka,Philippines,Golf,Philippines,12.7503486,122.7312101
VALDEZ Jayson,Philippines,Shooting,Philippines,12.7503486,122.7312101
WATANABE Kiyomi,Philippines,Judo,Philippines,12.7503486,122.7312101
ANDREW Joshter,Guam,Judo,Guam,13.450125700000001,144.75755102972062
AQUINO Rckaela Maree Ramos,Guam,Wrestling,Guam,13.450125700000001,144.75755102972062
GOMEZ Mineri Kurotori,Guam,Swimming,Guam,13.450125700000001,144.75755102972062
STEPHENS Jagger,Guam,Swimming,Guam,13.450125700000001,144.75755102972062
TUGADE-WATSON Regine,Guam,Athletics,Guam,13.450125700000001,144.75755102972062
ANDRIANTSITOHAINA Eric Herman,Madagascar,Weightlifting,Madagascar,-18.9249604,46.4416422
ANDRIANTSITOHAINA Tojonirina Alain,Madagascar,Weightlifting,Madagascar,-18.9249604,46.4416422
NOMENJANAHARY Damiella,Madagascar,Judo,Madagascar,-18.9249604,46.4416422
RABARIJAONA Tiana,Madagascar,Swimming,Madagascar,-18.9249604,46.4416422
RABEARISON Todisoa Franck,Madagascar,Athletics,Madagascar,-18.9249604,46.4416422
RASOLONJATOVO Heriniavo,Madagascar,Swimming,Madagascar,-18.9249604,46.4416422
ANESTOR Sabiana,Haiti,Judo,Haiti,19.1399952,-72.3570972
GRAND PIERRE Emilie Faith,Haiti,Swimming,Haiti,19.1399952,-72.3570972
JEAN Mulern,Haiti,Athletics,Haiti,19.1399952,-72.3570972
LEE Lauren,Haiti,Taekwondo,Haiti,19.1399952,-72.3570972
VALSAINT JR Darrelle,Haiti,Boxing,Haiti,19.1399952,-72.3570972
VINCENT Davidson,Haiti,Swimming,Haiti,19.1399952,-72.3570972
ANTOSOVA Lenka,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
APOSTALON Anika,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
AUDA Patrik,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
BABEK Tomas,Czech Republic,Cycling Track,Czech Republic,49.8167003,15.4749544
BALVIN Ondrej,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
BOHACIK Jaromir,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
CABELICKA Jitka,Czech Republic,Cycling Mountain Bike,Czech Republic,49.8167003,15.4749544
CEJKA Jan,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
CERVENKOVA Marketa,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
CHOUPENITCH Alexander,Czech Republic,Fencing,Czech Republic,49.8167003,15.4749544
CINCIBUCH Jan,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
CINK Ondrej,Czech Republic,Cycling Mountain Bike,Czech Republic,49.8167003,15.4749544
DESENSKY Michal,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
DOSTAL Josef,Czech Republic,Canoe Sprint,Czech Republic,49.8167003,15.4749544
DRAHOTOVA Anezka,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
DURDIAKOVA Tereza,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
FISEROVA Tereza,Czech Republic,Canoe Slalom,Czech Republic,49.8167003,15.4749544
FLEISSNER Jan,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
FLEISSNEROVA Kristyna,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
FRINTOVA Vendula,Czech Republic,Triathlon,Czech Republic,49.8167003,15.4749544
FUKSA Martin,Czech Republic,Canoe Sprint,Czech Republic,49.8167003,15.4749544
FUKSA Petr,Czech Republic,Canoe Sprint,Czech Republic,49.8167003,15.4749544
GDULA Lukas,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
GILLAROVA Irena,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
HEJNOVA Zuzana,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
HELCELET Adam Sebastian,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
HERMANNOVA Barbora,Czech Republic,Beach Volleyball,Czech Republic,49.8167003,15.4749544
HLAVAC Vit,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
HOLASOVA Aneta,Czech Republic,Artistic Gymnastics,Czech Republic,49.8167003,15.4749544
HORACKOVA Marie,Czech Republic,Archery,Czech Republic,49.8167003,15.4749544
HORSKA Kristyna,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
HRCKULAK David,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
HROCHOVA Tereza,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
JANCARIK Lubomir,Czech Republic,Table Tennis,Czech Republic,49.8167003,15.4749544
JANICKOVA Barbora,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
JELINEK David,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
JESSEN David,Czech Republic,Artistic Gymnastics,Czech Republic,49.8167003,15.4749544
JIRKA Jan,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
JOGLOVA Marcela,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
JURKA Jakub,Czech Republic,Fencing,Czech Republic,49.8167003,15.4749544
KELLNEROVA Anna,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
KLAMMERT David,Czech Republic,Judo,Czech Republic,49.8167003,15.4749544
KOSTELECKY David,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
KOZUBEK Matej,Czech Republic,Marathon Swimming,Czech Republic,49.8167003,15.4749544
KREJCIKOVA Barbora,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
KRPALEK Lukas,Czech Republic,Judo,Czech Republic,49.8167003,15.4749544
KRSEK Matej,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
KUBOVA Simona,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
KUF Jan,Czech Republic,Modern Pentathlon,Czech Republic,49.8167003,15.4749544
KUKRLE Michael,Czech Republic,Cycling Road,Czech Republic,49.8167003,15.4749544
KURIKOVA Petra,Czech Republic,Triathlon,Czech Republic,49.8167003,15.4749544
KVITOVA Petra,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
LAVICKY Karel,Czech Republic,Sailing,Czech Republic,49.8167003,15.4749544
LIESER Ondrej,Czech Republic,Golf,Czech Republic,49.8167003,15.4749544
LIPTAK Jiri,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
MACHAC Tomas,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
MAKI Kristiina,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
MALACOVA Romana,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
MALIKOVA Barbora,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
MASLAK Pavel,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
MATELOVA Hana,Czech Republic,Table Tennis,Czech Republic,49.8167003,15.4749544
MEZULIANIKOVA Diana,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
MICKA Jan,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
MINARIK KUDEJOVA Katerina,Czech Republic,Canoe Slalom,Czech Republic,49.8167003,15.4749544
MULLER Vit,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
NEUMANOVA Tereza,Czech Republic,Cycling Road,Czech Republic,49.8167003,15.4749544
NYMBURSKY Petr,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
OGRODNIKOVA Nikola,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
OMAROV Artur,Czech Republic,Wrestling,Czech Republic,49.8167003,15.4749544
ONDRA Adam,Czech Republic,Sport Climbing,Czech Republic,49.8167003,15.4749544
OPATRNY Ales,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
ORSAG Jiri,Czech Republic,Weightlifting,Czech Republic,49.8167003,15.4749544
PALYZA Lukas,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
PAPOUSEK Kamil,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
PERUSIC Ondrej,Czech Republic,Beach Volleyball,Czech Republic,49.8167003,15.4749544
PETERKA Martin,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
PLISKOVA Karolina,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
PODRAZIL Jakub,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
PRIHODA JR Miloslav,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
PRIVRATSKY Jiri,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
PRSKAVEC Jiri,Czech Republic,Canoe Slalom,Czech Republic,49.8167003,15.4749544
ROHAN Lukas,Czech Republic,Canoe Slalom,Czech Republic,49.8167003,15.4749544
SAROUNOVA Nikola,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
SATORANSKY Tomas,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
SCHILB Blake,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
SCHLEGEL Michal,Czech Republic,Cycling Road,Czech Republic,49.8167003,15.4749544
SCHWEINER David,Czech Republic,Beach Volleyball,Czech Republic,49.8167003,15.4749544
SEEMANOVA Barbora,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
SEFL Jan,Czech Republic,Swimming,Czech Republic,49.8167003,15.4749544
SEHNAL Ondrej,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
SIMANEK Jiri,Czech Republic,Rowing,Czech Republic,49.8167003,15.4749544
SINIAKOVA Katerina,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
SIRINA Jakub,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
SIRUCEK Pavel,Czech Republic,Table Tennis,Czech Republic,49.8167003,15.4749544
SLOUF Radek,Czech Republic,Canoe Sprint,Czech Republic,49.8167003,15.4749544
SLUKOVA Marketa,Czech Republic,Beach Volleyball,Czech Republic,49.8167003,15.4749544
SORM Patrik,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
SPILKOVA Klara,Czech Republic,Golf,Czech Republic,49.8167003,15.4749544
SPOTAKOVA Barbora,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
STANEK Tomas,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
STEWARTOVA Moira,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
STYBAR Zdenek,Czech Republic,Cycling Road,Czech Republic,49.8167003,15.4749544
SUMOVA Barbora,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
SYKORA Jiri,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
TESAR Jan,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
TOMECEK Jakub,Czech Republic,Shooting,Czech Republic,49.8167003,15.4749544
TRUNDA Miroslav,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
VADLEJCH Jakub,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
VESELY Jan,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
VESELY Vitezslav,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
VLACH Martin,Czech Republic,Modern Pentathlon,Czech Republic,49.8167003,15.4749544
VONDROUSOVA Marketa,Czech Republic,Tennis,Czech Republic,49.8167003,15.4749544
VONDROVA Lada,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
VRABCOVA NYVLTOVA Eva,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
VRZALOVA Simona,Czech Republic,Athletics,Czech Republic,49.8167003,15.4749544
VYORAL Tomas,Czech Republic,Basketball,Czech Republic,49.8167003,15.4749544
ZVARA Ondrej,Czech Republic,Equestrian,Czech Republic,49.8167003,15.4749544
ANTUNOVIC Andela,Montenegro,Swimming,Montenegro,42.9868853,19.5180992
BABOVIC Anastasija,Montenegro,Handball,Montenegro,42.9868853,19.5180992
BANICEVIC Dusan,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
BRGULJAN Drasko,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
BRNOVIC Tatjana,Montenegro,Handball,Montenegro,42.9868853,19.5180992
CUCKOVIC Uros,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
DESPOTOVIC Jelena,Montenegro,Handball,Montenegro,42.9868853,19.5180992
DUKIC Milivoj,Montenegro,Sailing,Montenegro,42.9868853,19.5180992
FURTULA Danijel,Montenegro,Athletics,Montenegro,42.9868853,19.5180992
GRBIC Itana,Montenegro,Handball,Montenegro,42.9868853,19.5180992
IVOVIC Aleksandar,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
JAUKOVIC Durdina,Montenegro,Handball,Montenegro,42.9868853,19.5180992
KANDIC Slaven,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
KLIKOVAC Andrea,Montenegro,Handball,Montenegro,42.9868853,19.5180992
MATKOVIC Dusan,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
MEHMEDOVIC Majda,Montenegro,Handball,Montenegro,42.9868853,19.5180992
MUGOSA Dijana,Montenegro,Handball,Montenegro,42.9868853,19.5180992
NENEZIC Ljubica,Montenegro,Handball,Montenegro,42.9868853,19.5180992
PANTOVIC Jelena,Montenegro,Shooting,Montenegro,42.9868853,19.5180992
PAVICEVIC Ivona,Montenegro,Handball,Montenegro,42.9868853,19.5180992
PEKOVIC Jovana,Montenegro,Judo,Montenegro,42.9868853,19.5180992
PERKOVIC Miroslav,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
PETKOVIC Marko,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
PLETIKOSIC Matea,Montenegro,Handball,Montenegro,42.9868853,19.5180992
POPADIC Vlado,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
RADICEVIC Jovanka,Montenegro,Handball,Montenegro,42.9868853,19.5180992
RADULOVIC Bosko,Montenegro,Swimming,Montenegro,42.9868853,19.5180992
RAJCIC Marina,Montenegro,Handball,Montenegro,42.9868853,19.5180992
RAMUSOVIC Ema,Montenegro,Handball,Montenegro,42.9868853,19.5180992
SPAIC Vladan,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
TESANOVIC Petar,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
UKROPINA Aleksa,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
VIDOVIC Stefan,Montenegro,Water Polo,Montenegro,42.9868853,19.5180992
VUKCEVIC Nikolina,Montenegro,Handball,Montenegro,42.9868853,19.5180992
VUKOVIC Marija,Montenegro,Athletics,Montenegro,42.9868853,19.5180992
ANWARI Fahim,Afghanistan,Swimming,Afghanistan,33.7680065,66.2385139
MANSOURI Farzad,Afghanistan,Taekwondo,Afghanistan,33.7680065,66.2385139
NOOR ZAHI Sha Mahmood,Afghanistan,Athletics,Afghanistan,33.7680065,66.2385139
YOUSOFI Kimia,Afghanistan,Athletics,Afghanistan,33.7680065,66.2385139
YOVARI Mahdi,Afghanistan,Shooting,Afghanistan,33.7680065,66.2385139
APRAHAMIAN Alain,Uruguay,Judo,Uruguay,-32.8755548,-56.0201525
CETRARO BERRIOLO Bruno,Uruguay,Rowing,Uruguay,-32.8755548,-56.0201525
DEFAZIO ABELLA Pablo,Uruguay,Sailing,Uruguay,-32.8755548,-56.0201525
FERNANDEZ Maria Pia,Uruguay,Athletics,Uruguay,-32.8755548,-56.0201525
FRANK Nicole,Uruguay,Swimming,Uruguay,-32.8755548,-56.0201525
KLUVER FERREIRA Felipe,Uruguay,Rowing,Uruguay,-32.8755548,-56.0201525
KNUPPEL ARTAGAVEYTIA Dominique,Uruguay,Sailing,Uruguay,-32.8755548,-56.0201525
LASA Emiliano,Uruguay,Athletics,Uruguay,-32.8755548,-56.0201525
MARTINEZ Enzo,Uruguay,Swimming,Uruguay,-32.8755548,-56.0201525
MOREIRA FRASCHINI Dolores,Uruguay,Sailing,Uruguay,-32.8755548,-56.0201525
RODRIGUEZ Deborah,Uruguay,Athletics,Uruguay,-32.8755548,-56.0201525
ARANDA Nathalee,Panama,Athletics,Panama,8.559559,-81.1308434
BYLON Atheyna,Panama,Boxing,Panama,8.559559,-81.1308434
CASTEL BLANCO Jorge,Panama,Athletics,Panama,8.559559,-81.1308434
EDWARD Alonso,Panama,Athletics,Panama,8.559559,-81.1308434
JIMENEZ Kristine,Panama,Judo,Panama,8.559559,-81.1308434
JURADO LOPEZ Christofer,Panama,Cycling Road,Panama,8.559559,-81.1308434
ROPER Miryam,Panama,Judo,Panama,8.559559,-81.1308434
SANTOS SILVIA Emily M.,Panama,Swimming,Panama,8.559559,-81.1308434
WOODRUFF Gianna,Panama,Athletics,Panama,8.559559,-81.1308434
ARMANTO Lizzie,Finland,Skateboarding,Finland,63.2467777,25.9209164
CASTREN Matilda,Finland,Golf,Finland,63.2467777,25.9209164
ETELATALO Lassi,Finland,Athletics,Finland,63.2467777,25.9209164
HULKKO Ida,Finland,Swimming,Finland,63.2467777,25.9209164
HUNTINGTON Maria,Finland,Athletics,Finland,63.2467777,25.9209164
HURSKE Reetta,Finland,Athletics,Finland,63.2467777,25.9209164
JALLOW Mimosa,Finland,Swimming,Finland,63.2467777,25.9209164
JUNNILA Ella,Finland,Athletics,Finland,63.2467777,25.9209164
KALLIOINEN Eetu,Finland,Shooting,Finland,63.2467777,25.9209164
KEMPPINEN Lotta,Finland,Athletics,Finland,63.2467777,25.9209164
KESKINEN Akseli,Finland,Sailing,Finland,63.2467777,25.9209164
KINNUNEN Jarkko,Finland,Athletics,Finland,63.2467777,25.9209164
KOLJONEN Kalle,Finland,Badminton,Finland,63.2467777,25.9209164
KORTE Annimari,Finland,Athletics,Finland,63.2467777,25.9209164
KOSONEN Silja,Finland,Athletics,Finland,63.2467777,25.9209164
KUOSMANEN Matti Elias,Finland,Wrestling,Finland,63.2467777,25.9209164
KURTBAY Sinem,Finland,Sailing,Finland,63.2467777,25.9209164
KUUSELA Toni,Finland,Athletics,Finland,63.2467777,25.9209164
LAMPELA Elina,Finland,Athletics,Finland,63.2467777,25.9209164
LEHIKOINEN Viivi,Finland,Athletics,Finland,63.2467777,25.9209164
LIUKKONEN Ari-Pekka,Finland,Swimming,Finland,63.2467777,25.9209164
MAKELA Kristiina,Finland,Athletics,Finland,63.2467777,25.9209164
MAKELA-NUMMELA Satu,Finland,Shooting,Finland,63.2467777,25.9209164
MATTSSON Matti,Finland,Swimming,Finland,63.2467777,25.9209164
MURTO Wilma,Finland,Athletics,Finland,63.2467777,25.9209164
NEZIRI Nooralotta,Finland,Athletics,Finland,63.2467777,25.9209164
NUUTINEN Sanna,Finland,Golf,Finland,63.2467777,25.9209164
OJALA Aleksi,Finland,Athletics,Finland,63.2467777,25.9209164
PARTANEN Veli-Matti,Finland,Athletics,Finland,63.2467777,25.9209164
PESONEN Lari,Finland,Shooting,Finland,63.2467777,25.9209164
PETAEJAE-SIREN Tuuli,Finland,Sailing,Finland,63.2467777,25.9209164
PULLI Kristian,Finland,Athletics,Finland,63.2467777,25.9209164
RAITANEN Topi,Finland,Athletics,Finland,63.2467777,25.9209164
RICHARDSSON Camilla,Finland,Athletics,Finland,63.2467777,25.9209164
RUOSTE Henri,Finland,Equestrian,Finland,63.2467777,25.9209164
RUUSKANEN Antti,Finland,Athletics,Finland,63.2467777,25.9209164
SALMINEN Senni,Finland,Athletics,Finland,63.2467777,25.9209164
SAMOOJA Kalle,Finland,Golf,Finland,63.2467777,25.9209164
SAVOLAINEN Arvi Martin,Finland,Wrestling,Finland,63.2467777,25.9209164
TAPPER Kaarle,Finland,Sailing,Finland,63.2467777,25.9209164
TEIJONSALO Fanny,Finland,Swimming,Finland,63.2467777,25.9209164
TENKANEN Tuula,Finland,Sailing,Finland,63.2467777,25.9209164
TERVO Krista,Finland,Athletics,Finland,63.2467777,25.9209164
VAELIMAEKI Sami,Finland,Golf,Finland,63.2467777,25.9209164
VIKSTROM Antti,Finland,Archery,Finland,63.2467777,25.9209164
ARREY SOPHINA Ayuk Otay,Cameroon,Judo,Cameroon,4.6125522,13.1535811
ESEME Emmanuel,Cameroon,Athletics,Cameroon,4.6125522,13.1535811
EYENGA MBOOSI Jeanne Gaelle,Cameroon,Weightlifting,Cameroon,4.6125522,13.1535811
HANFFOU Sarah,Cameroon,Table Tennis,Cameroon,4.6125522,13.1535811
MBALLA ATANGANA Hortence Vanessa,Cameroon,Judo,Cameroon,4.6125522,13.1535811
MENGUE AYISSI Albert,Cameroon,Boxing,Cameroon,4.6125522,13.1535811
MEUKEUGNI NOUMBISSI Clementine,Cameroon,Weightlifting,Cameroon,4.6125522,13.1535811
MILANESI Norah Elisabeth,Cameroon,Swimming,Cameroon,4.6125522,13.1535811
NDJOUME Charly,Cameroon,Swimming,Cameroon,4.6125522,13.1535811
SEYI NTSENGUE Dieudonne Wilfred,Cameroon,Boxing,Cameroon,4.6125522,13.1535811
YEGNONG NJIEYO Maxime,Cameroon,Boxing,Cameroon,4.6125522,13.1535811
ASAAD Man,Syrian Arab Republic,Weightlifting,Syrian Arab Republic,34.6401861,39.0494106
GHAZAL Majd Eddin,Syrian Arab Republic,Athletics,Syrian Arab Republic,34.6401861,39.0494106
HAMCHO Ahmad Saber,Syrian Arab Republic,Equestrian,Syrian Arab Republic,34.6401861,39.0494106
KELZI Ayman,Syrian Arab Republic,Swimming,Syrian Arab Republic,34.6401861,39.0494106
MASO Mohamad,Syrian Arab Republic,Triathlon,Syrian Arab Republic,34.6401861,39.0494106
ZAZA Hend,Syrian Arab Republic,Table Tennis,Syrian Arab Republic,34.6401861,39.0494106
ATAYEV Merdan,Turkmenistan,Swimming,Turkmenistan,39.3763807,59.3924609
BABAMURATOVA Gulbadam,Turkmenistan,Judo,Turkmenistan,39.3763807,59.3924609
GURYEVA Polina,Turkmenistan,Weightlifting,Turkmenistan,39.3763807,59.3924609
MAMEDOV Mergen,Turkmenistan,Athletics,Turkmenistan,39.3763807,59.3924609
REJEPOV Rejepbay,Turkmenistan,Weightlifting,Turkmenistan,39.3763807,59.3924609
SEMYONOVA Darya,Turkmenistan,Swimming,Turkmenistan,39.3763807,59.3924609
SHERMETOVA Kristina,Turkmenistan,Weightlifting,Turkmenistan,39.3763807,59.3924609
TOYCHYYEV Hojamuhammet,Turkmenistan,Weightlifting,Turkmenistan,39.3763807,59.3924609
AU Hoi Shun Stephanie,"Hong Kong, China",Swimming,"Hong Kong, China",22.2793278,114.1628131
CHAN Chung Wang,"Hong Kong, China",Athletics,"Hong Kong, China",22.2793278,114.1628131
CHAN Hei Man H V,"Hong Kong, China",Sailing,"Hong Kong, China",22.2793278,114.1628131
CHAN Tiffany,"Hong Kong, China",Golf,"Hong Kong, China",22.2793278,114.1628131
CHENG Camille Lily Mei,"Hong Kong, China",Swimming,"Hong Kong, China",22.2793278,114.1628131
CHEUNG Ka Long,"Hong Kong, China",Fencing,"Hong Kong, China",22.2793278,114.1628131
CHEUNG Ngan Yi,"Hong Kong, China",Badminton,"Hong Kong, China",22.2793278,114.1628131
CHEUNG Siu Lun,"Hong Kong, China",Fencing,"Hong Kong, China",22.2793278,114.1628131
CHING Siu Nga,"Hong Kong, China",Athletics,"Hong Kong, China",22.2793278,114.1628131
CHOI Chun Yin Ryan,"Hong Kong, China",Fencing,"Hong Kong, China",22.2793278,114.1628131
